date,username,tweet
9/23/2018,andyanur,Depan Stasiun Depok Baru Banjir 20cm. Mohon perhatian nya @perkeretaapian @KAI121 @CommuterLine
9/23/2018,bauttech,"@KAI121 min, knp fitur ketersediaan kursi di aplikasi kai access dihilangkan.. padahal itu fitur paling berguna untuk kami para konsumen.."
9/23/2018,whimsicalsluts,@KAI121 untuk krl dari sudirman ke jurusan bogor ada gangguan kah?
9/23/2018,bayuoops,"@KAI121 Pembatalan tiket, perubahan/ pergantian jadwal"
9/23/2018,pratitadji,@KAI121 order via traveloka kok ga bisa ya? biasanya bisa
9/23/2018,sukisramadhanp,"Sore admin @KAI121 , apakah masih tersedia tiket KA Dhoho 426 dari Mojokerto tujuan Surabaya Gubeng ?"
9/23/2018,kidwp,"@KAI121 min tanya dong, untuk update aplikasi kai acces pada kreta yang ada jumlah kursi bukan diperlihatkan secara angka, namun menjadi""tersedia"" Ada jumlah minimal untuk menjelaskan itu menjadi angka kah? Terima kasih"
9/23/2018,yolandams_ym,"@KAI121 saya beli tiket lewat traveloka. Tiga orang mau ke lamongan. Dari stasiun pasarsenen. Nah, ada satu orang yang ingin pindah jadwal. Apakah bisa dan bagaimana caranya?"
9/23/2018,fadillamus,@KAI121 Kalo di loket stasiun kurang dr 1jam  sblm kbrgktan msh bisa tarifkhusus gak min?
9/23/2018,bakabonsan,"@KAI121 Maksud Saya adalag bila input no kode booking tidak masalah ,tetapi scan barcode susah tidak terdetect ,Hari ini Juga barusan pukul 15.30 an  tidak bisa scan,akhirnya input kode"
9/23/2018,abanguber,@KAI121 Apakah KA Fajar Senja Utama khusus anak anak Indie?
9/23/2018,fadillamus,@KAI121 min untuk tarif khusus taksaka pwt-yk (pp) hanya bisa dipesan di loket stasiun atau bisa di kai acces 2jam sblm kbrgktan?
9/23/2018,lis_s2015,@KAI121 Stasiun purwakarta ke gambir
9/23/2018,aditamitamala,"@KAI121 selamat sore, mau tanya tarif khusus go show kereta Turangga Madiun-Jogja berapa ya harganya? apa kah sama dengan kereta eksekutif lainnya seperti Bima dan Gajayana? Terima kasih"
9/23/2018,ambarambare,@KAI121 Ok . Terimakasih
9/23/2018,noerhutomo,@KAI121 Ok makasih min :)
9/23/2018,ar_ya_di,@KAI121 selamat sore min  Mau tanya saya kan sudah pembayaran tiket #JayakartaPremium dan mau cetak boarding passnya. Saya lewat #KAIAccess pesan 2 tiket u/ 2 org. Apakah saat pencetakan boarding pass membutuhkan identitas asli 2 orang atau tidak ?
9/23/2018,always_bhima,"@KAI121 Terima kasih juga untuk pak Kondektur Gunadi dan pak Saepudin, salut unt pelayanan PT KAI, smoga semakin baik."
9/23/2018,dairul_29,"@KAI121 Alhamdulillah, Makasih minn :* sukses selalu :***"
9/23/2018,torotrapah,@KAI121 Nyobain ka Wijayakusuma Premium Nyaman banget & jadwalnya pas nyampe surabaya  pic.twitter.com/hfDIDqUhWz
9/23/2018,lis_s2015,"@KAI121 siang KAI, usul dong keberangkatan purwakarta kenap ug pagi hanya 6.37 aja ya... ga ada yg jam 8 atau 9 ya...."
9/23/2018,always_bhima,"@KAI121 Tks atas respon cepatnya, sdh ditangani oleh teman2 kru di kereta Kertajaya, tks juga sy dipindahkan ke gerbong makan."
9/23/2018,dairul_29,@KAI121 Nama lengkap sudah sesuai min Dairul Muhaimin NIK yg benar 3471080104000001 itu min :(
9/23/2018,cewekumisan,@KAI121 @CommuterLine @Jalurdepokbogor @tyandsevtyan 😰 semoga besok sudah normal *tim KRL Bogor - Kebayoran  Thx infonya
9/23/2018,a_i_s_y_,@KAI121 sore. ini sudah lewat 30 hari semenjak pembatalan tiket namun uang pengembaliannya belum di transfer. kira-kira ada waktu pasti kapan pengembaliannya atau hanya ditunggu sampai 45 hari saja?
9/23/2018,ambarambare,@traveloka @KAI121 Kalau saya pesen tiket kereta api di loket st senen . Apa bisa pembayaran bisa menggunakan kartu kredit?
9/23/2018,yun1asih,@TokopediaCare Benar begitu ya @KAI121 ? Biasanya harga tetap kapan saja diakses. Knp berubah ya?
9/23/2018,chrraini,@KAI121 fitur gender di kursi yg sudah dipesan mungkin? Karena pernah dapat sebelahan dengan mas2 yg kalau tidur suka jatuh2 kepalanya membuat tidak nyaman☹️
9/23/2018,dairul_29,"@KAI121 Sore Min, udah aku coba pesan via mitra KAI tapi malah terjadi kendala min, Ada kekurangan digit angka pada No KTP/Identitas min, gimana solusinya? terimakasih :* pic.twitter.com/bt82h3r6yT"
9/23/2018,ambarambare,@KAI121 Saya sudah coba di traveloka dan aplikasi kai . Keberangkatan dr senen -> lempuyangan utk 22 des 18 .
9/23/2018,always_bhima,@KAI121 Saya di 4C
9/23/2018,annashopy,"Dan buat mas2 yg disebelahnya, klo mencet nomor antrian selanjutnya, tolong jangan bareng sm sebelahnya ya, biar gak dikira gak mendengar nomornya dipanggil.terima kasih. @KAI121"
9/23/2018,ihdah_basu,"@KAI121 Stasiun tanggulangin (@ Stasiun Tanggulangin - @kai121 in Sidoarjo, East Java)  https://www.swarmapp.com/c/lKK0oAIsRfL "
9/23/2018,davdavii,"@KAI121 sore min, mau tanya sisa kursi kereta lokal penataran dari blimbing ke surabaya sore ini masih ada ga?"
9/23/2018,jono87242544,@kci @KAI121 @CommuterLine @Carolina_Chlara @just_iema Saya setuju ini.. jng asal memfoto org apalagi tanpa ijin dan bisa mencemarkan nama baik org loh..hati2 dan bijaklah.
9/23/2018,erik77702637,@KAI121 Cc @kemenhub151
9/23/2018,apiethafizh,"@KAI121 penumpangnya banyak, stasiunnya kecil, ka lokal loket yg buka cuma satu. Untuk kedepannya semoga lebih dari satu loket. Kasian penumpangnya ngantri sampe keluar stasiun  pic.twitter.com/qflLIRMyPt"
9/23/2018,always_bhima,"@KAI121 , kereta kertajaya gerbong 11, panas sekali,  mohon AC di cek, terima kasih."
9/23/2018,bakabonsan,"@KAI121 kalo ngeprint tiket di stasiun Bandung agak susah trutama scanner barcodenya ,blom lagi komputernya suka hang trutama jumat malam ,tolong dicek dan dibenerin"
9/23/2018,gundakan,"@KAI121   Hi, bisa cek untuk kereta jurusan lempuyangan - st jatinegara ini apa bisa berhenti dan turun di stasiun bekasi?  kalo bisa, bisa cek utk pukul brp sampai bekasinya?  pic.twitter.com/MkajN9f7Np"
9/23/2018,ambarambare,@KAI121 siang . Untuk hari ini pembelian tiket kereta api lewat aplikasi online sedang error ya?
9/23/2018,ajun_wibowo,@KAI121 @tyandsevtyan Pecat direkturnya..
9/23/2018,raffelino,"Commuter line tdk beroperasi info kebakaran, dan sampai kapan konsumen menunggu seperti ini??? Segrra utk bisa beroperasi lagi. Thx @CommuterLine @KemenBUMN @hubdat151 @DishubDKI_JKT @infoDISHUB @KAI121 @KataindonesiaC"
9/23/2018,ahmettommett,"@KAI121 selamat siang, saya besok ke banyuwangi dengan probowangi. Tiket saya tercantum keberangkatan di gubeng. Apakah saya bisa naik dari wonokromo?? Trimakasih"
9/23/2018,youranxietytoo,@KAI121 Oh iya sama pembatalan online kalo bisa min. Kadang ga sempet kalo harus ngantri di loket
9/23/2018,marsyahid5,@KAI121 @jokowilover
9/23/2018,hilmapaopao,@KAI121 28 September
9/23/2018,youranxietytoo,"@KAI121 Jumlah kursi yg masih kosong. Tulisan available doang ga cukup ilangin rasa insecure min :""("
9/23/2018,evayuu,@kci @KAI121 @Carolina_Chlara @CommuterLine @danilestari Okedeh terimakasih
9/23/2018,erik77702637,"@KAI121 untuk jalur KA jurusan Cianjur Bandung, kapan mulai beroperasi lagi? Udah gak tahan rindu sangat."
9/23/2018,ha_qudsi,@kci @KAI121 @CommuterLine @Carolina_Chlara Aku juga sering kalo minum dan nyemil kayak gini. Tp alangkah baiknya jangan ngefoto orang sembarangan.
9/23/2018,agustiawanerpan,"@kci @KAI121 @CommuterLine Sampahnya jg msih bsa dikantongin itu kcuali nasi padang atau makanan berat, tegur mbak jgn difoto aja..klo mreka gk trima fotonya disebar bahaya loh..masih inget kan ibu hamil mninggal krna depresi fotonya viral di sosmed..krna"
9/23/2018,cucakrawa3,@KAI121 Fitur ubah jadwal dan pembatalan tiket tanpa harus ke stasiun
9/23/2018,agustiawanerpan,@kci @KAI121 @CommuterLine @irbirwan Harusnya fotonya dtutup lagian knp difoto knp gk dtegur langsung?? Ada uu it loh nyebar foto smbarangan gtu....udah bbrpa kali kjadian org viral difoto dikreta gk dtrima trmsuk artis lawas...yg pling trkhir bru2 ini ib
9/23/2018,animmtt,"@pangestuaji15_ @KAI121 Nah iya!! Gausah nunggu kurang dari 10 min, langsung balik tunjukin angka aja kayak sebelumnya"
9/23/2018,tyandsevtyan,@KAI121 @Anfield_Train @amailtwit Kereta masih ada gangguan dan saat ini jalur masih lumpuh belum bisa dilalui karna listrik masih padam mas
9/23/2018,tyandsevtyan,"@KAI121 @CommuterLine @Jalurdepokbogor @cewekumisan Ada kardu listrik yg meledak dan merambat ke pemukiman,  ada sambungan listrik yg putus jadi berpengaruh pada perjalanan kereta"
9/23/2018,widyaina,#WeekEndLuckyDay dong @KAI121 untuk #sahabatKAI#MasyarakatIndonesia  https://twitter.com/KAI121/status/1043064459109982209 …
9/23/2018,yun1asih,@KAI121 saya kmrn beli tiket 21 des di @tokopedia @TokopediaCare  150rb. Hr ini di tgl yg sama kereta yg sama harga 140rb. Emg skrg harga fluktuatif ya?
9/23/2018,ratueriinta,@KAI121 @salmanbiroe Masinis mana ada pakai jas mas :(
9/23/2018,cewekumisan,"@KAI121 @CommuterLine @Jalurdepokbogor @tyandsevtyan Jadi sebenernya yg kebakar apa, mas?"
9/23/2018,tyandsevtyan,"Sumber kebakaran sudah dpt diatasi,  namun kereta blm bisa berangkat karena listrik masih padam,, ada segelintir penumpang yg masih bertahan tanpa tahu informasi kapan dpt melanjutkan perjalanan @CommuterLine @KAI121 #commuterline #keretaapi #keretakommuter #tanahabang #bogor pic.twitter.com/enAt13zY69"
9/23/2018,iqubil5,"@KAI121 toh ya klo ga bisa terima komplain atau ga mau jawab pertanyaan dari customer, mending pada pulang aja sekalian petugas baju putih. Malah PKD nya yg berjibaku ngejawab"
9/23/2018,iqubil5,"@KAI121 niatnya pertama x ngenalin anak naik transportasi umum, dlm hal ini CL, malah berujung komplain. Okeh lah gangguan jaringan ga bisa diprediksi kapan muncul, tapi kan bisa diprediksi kapan bisa selesai atau dimana yg ga kena. Petugas baju putih pad"
9/23/2018,desyana_fauzy,@KAI121 selamat siang min mau tanya tiket kereta api kalijaga dari solo balapan-semarang poncol hari senin tgl 24 september apakah masih tersedia? #kalijaga
9/23/2018,febryprast_,"@KAI121 Yes yes, top lur"
9/23/2018,hilmapaopao,@KAI121 untuk tiket SUB-BL hari jumat jam terakhir masih adakah? Terimakasih
9/23/2018,mzbp_1,@KAI121 ka Kamandaka pakai rangkaian ekonomi tahun berapa ya? Yg tipe ekonoi kelas C
9/23/2018,amailtwit,@KAI121 @Anfield_Train @tyandsevtyan Wah.. Gimana itu nasib kereta bandara? Akses ke st.Sudirman baru terhambat.
9/23/2018,sandabrui,@KAI121 Yang promo ke bandung adanya pakai kereta apa yaa?
9/23/2018,pratitadji,@KAI121 kereta wijayakusuma hari ini ke purwosari jam 18.00 dari lempuyangan apakah beroperasi min? makasih :)
9/23/2018,antoniusrhs,Siang ini naek kereta argo parahyangan tambahan..Gambir Bandung..eks8-6A..dan kenyamanan kurang.. karena bantalan dudukan kursi yg goyang2 dan bunyi.. 😓 @KAI121
9/23/2018,kaokabkurniawan,@KAI121 Sudah saya kirim lewat DM kendalanya
9/23/2018,tirko_dias,@kci @KAI121 @CommuterLine Yg penting tidak buang sampah sembarangan ja
9/23/2018,isrinmaghfiroh,@KAI121 Kira kira berapa lama gangguannya min? Terimakasih
9/23/2018,k1m_an,@KAI121 stasiun tanah abang mengalami gangguan neh???..gimana pelayanan nya kok gangguan spt ini
9/23/2018,ratriagn,"@KAI121 Halo admin, Saya sudah mencoba sarannya. Untuk upload dokumen sudah sukses. Tapi untuk update biodata masih belum bisa, masih error ""sesuaikan input dengan karakter yang diperbolehkan"" Jika kepadatan pengguna website kenapa hanya saat update bioda"
9/23/2018,karsankokohpapi,@KAI121 ok terima kasih
9/23/2018,setyawanroni145,"@KAI121 min saya mau tanya apakah KA PURWOJAYA,  rangkaiannya bakal diganti??"
9/23/2018,tyandsevtyan,"@KAI121 terjadi kebakaran di menjelang stasiun karet,  kereta dari tanah abang menuju bogor tak dpt melintas,, penumpang berhamburan keluar kereta #keretaapi #commuterline pic.twitter.com/ZkIRv1tkRn"
9/23/2018,noerhutomo,Tolong jawab ya min @KAI121 Min reckrutmen yg buat sma apa gak harus upload foto? Tadi cumab ada 3 syarat aja gimana?  pic.twitter.com/NHwXopX7gZ
9/23/2018,satriafran,"@KAI121 min, ini kalau krl gangguan, gak jadi berangkat, tiket yg kita beli cm dikembalikan jaminannya aja, ongkosnya gak dibalikin? Tdk ada pengumuman harus keluar lewat pintu manual, jd ngetap keluar. #stasiunpalmerah"
9/23/2018,mikhailli_agen,@KAI121 Pembatalan tiket secara online supaya tidak antri buang buang waktu
9/23/2018,isrinmaghfiroh,"Hallo selamat siang, gangguan kereta api dari tanah abang ke jatinegara karena apa min? Terimakasih @KAI121"
9/23/2018,auliaaj,@KAI121 Betul. Tapi calon penumpang jadi ngambil nomer antrian lebih dr sekali karena prosedur yg kurang jelas dan tidak ada petugas yg standby kecuali yg ada di dlm loketnya. Terima kasih.
9/23/2018,alvin_zani,@KAI121 mohon cek DM min.. :))
9/23/2018,danangmk,@KAI121 Refund dan reschedule
9/23/2018,gotravelputri,@KAI121 Selain jam 12.20 gak ada lagi min?
