date,username,tweet
10/2/2018,adityamuchlis,@KAI121 @ridhoni Nex forwardke aku
10/2/2018,anam_syariff,"Dear @KAI121 , kereta Tawang Jaya Premium keberangkatan Stasiun Poncol menuju Stasiun Pasar Senen hari ini terlambat 1 jam karena lama terhenti di Stasiun Cibitung.  Mohon hargai waktu customer, karena masalah keterlambatan ini sudah menjadi masalah rutin."
10/2/2018,radentemenggung,Akhir akhir ini saya naik kereta ke arah gambir sering berhenti disekitaran karawang sampai bekasi -_- aku kira sudah selesai perawatan rel eh ternyata delay sejam @KAI121
10/2/2018,endron7,@KAI121 selamat pagi min minta tolong bisa di check kan kemarin siang kartu ID saya ketinggalan di CS stasiun senen
10/2/2018,nurediyogya,@KAI121 Foto stasiun mana itu min
10/2/2018,astridmotik,@KAI121 @Ratrichibi Faktor kaki krg panjang jg d hihi #piss
10/2/2018,laberte_andri,"@KAI121   Di tiket jam 02.54 sdh tiba Pse, jam 03.19 kok berhenti sdh 15 menit di Tambun."
10/2/2018,laberte_andri,@KAI121 jam segini senjut solo to Pse masih di Tambun dan berhenti sudah 10 menit lebih ada apakah Min ?
10/2/2018,sorarenji,"@KAI121 selamat pagi. Td sekitar jam 2 pagi sy membayar 2 tiket tawangjaya utk tgl 19/10/18 seharga 280rb via atm mandiri, di layar atm tertulis tidak dapat diproses, namun saat sy cek mutasi rekening saldo berkurang 280rb. Dan blm ada email konfirmasi pe"
10/2/2018,fanny_aja_,@KAI121 ya Allah sudah di jatinegara mau masuk aja seperti di tahan banyak anak kecil menangis. Telat 1jam lebih. ðŸ˜–ðŸ˜–ðŸ˜£ðŸ˜£ðŸ˜žðŸ˜žðŸ˜ž kereta seperti lambat dalam perjalannya GEGANA  pic.twitter.com/zM2m5AaAeW
10/2/2018,octaviaayu15,@hariankompas @KAI121 @BPPT_RI @KemenkeuRI @bps_statistics @andrinof_a_ch @BappenasRI Yuk gabung diGADISPOKER ada 7 game hanya dengan 1user id modal minimal Rp.10.000 saja ayooo join Contct info : Pin BBM : D8C893A4 Whatsapp:+855966624192 Line : GADISPOKE
10/2/2018,kareem_firas10,@KAI121 min mau nanya.. Saya dari cikampek mau naik tawang jaya premium dari pasar senen 06.55.. Kalau saya dari cikampek naik lokal yg pertama jam 04.35 ke pasar senen keburu ga ya? Terimakasih
10/2/2018,flatifatulz,@KAI121 kalau mau ke merak dari jogja pakai kereta bagaimana ya ?
10/2/2018,oranggayo,"@KAI121 @rahmirhmwt Balas jg ngakak yg kerrasss mbak,  biar tu ibu-ibut kalah trus mrk diem gk berisik lagi ðŸ˜ðŸ™"
10/2/2018,rahmirhmwt,Selamat malam min untuk gerbong 4 kereta progo keberisikan ibu ibu nih yaallah. Ngakak mulu ganggu org yg sedang istirahat @KAI121
10/2/2018,lutfifathulalam,@KAI121 Siaaap
10/2/2018,husnibaroqah,"@KAI121 sudah done.. emg langsung habis tiketnya, untung sdh dapat tiketnya. thanks sebelumnya"
10/2/2018,abdul_adhim_,@KAI121 Pekalongan ke jakarta
10/2/2018,srimifta_,kalo besok pagi dr bekasi ke manggarai kereta pertama nya jam brp? @KAI121  https://twitter.com/KAI121/status/1046805981345267712Â â€¦
10/2/2018,ikhwanfr26,@KAI121 @CommuterLine @CurhatKRL @shandhyi @soetrina Bukannya sudah ada rencana pemberangkatan ka jarak jauh nanti pindah ke manggarai??
10/2/2018,anisagisaayu,"@KAI121 kemarin saya tanya ke CS stasiun semarang poncol, mereka bilang kalau mulai sekarang tiket Semarang-solo harus pesan terlebih dahulu 1 hari sebelum keberangkatan, dan tidak bisa pesan melalui apk KAI Access. sebenarnya bagaimana ini ? atau hanya k"
10/2/2018,erhaningtyas,"selamat malam, saya mau nanya. Apakah untuk KA Prameks Jogja - Solo , Solo - Jogja sudah bisa reservasi? soalnya kemarin mulai tgl 13 September sedang dilakukan perbaikan sistem. terimakasih ðŸ˜Š @KAI121"
10/2/2018,abdul_adhim_,"Menunggu sudah 1 jam kereta api bangunkarta, tidak tau kenapa gak biasanya telat sampe jam jaman @PTKAIIndonesia @KAI121 @keretaapikita pic.twitter.com/9HVI7YKXZF"
10/2/2018,husnibaroqah,"@KAI121 Untuk tgl 31, jaringan saya 4g.. di aplikasi lain travel*ka tik* http://t.comÂ  jg begitu pic.twitter.com/n6t7F3WUFu"
10/2/2018,ochafaochaz,@KAI121 At @kai121 â€”  https://path.com/p/7U1OLÂ 
10/2/2018,rizkyumul,@KAI121 Min kereta tambahan untuk natal dan tahun baru ada?  dibuka mulai kapan?
10/1/2018,yoridwirosadi,@KAI121 Belum pernah naik wkwk
10/1/2018,srimifta_,@KAI121 kereta pertama dari bekasi buat besok tgl 2 oktober jam brapa??
10/1/2018,srimifta_,@KAI121 min.. kereta jurusan ke tanjung barat jam berapa terakhir dari bekasi??
10/1/2018,astriedtungga,@KAI121 Oh bgtu. Kira2 klo untuk pemesanan tgl 2 nov gmna ya min? Bth yg jam sgtu hehe
10/1/2018,verameydi,"@KAI121 stasiunnya tetap min dari bandung ke semarang, cuma harinya maju satu hari gitu. okee makasih banyak miiin. have a nice dream:)"
10/1/2018,bhilydeandriano,"Saya beli tiket kereta Yogyakarta-Ps.Senen melalui aplikasi traveloka , kalau mau melakukan perubahan/ganti kereta di loket stasiun Ps.Senen bisa? @KAI121"
10/1/2018,imoemukhammad2,@KAI121 mas admin numpang tanya untuk keberangkatan ka wijakusuma dari Pasuruan menuju jogja buat tanggal 28 desember 2018 apa bisa di pesan skrng.... trima kasih
10/1/2018,heryspyo,@KAI121 HUT KAI gak ada promo kah ?
10/1/2018,nourist1,@KAI121 Aamien
10/1/2018,destadena,@KAI121 @catperku Lumayan.. Lumayan mahal wkwk. Makasih Mas infonya!
10/1/2018,aminabdull,"@KAI121 halo saya mau nanya ... kalau saya menggunakan 1 akun pembelian tiket kereta api untuk 4 orang, dan ternyata ada 1 orang saya batalkan, bagaimana cara pembatalan jadwalnya? apakah cukup ktp yg bersangkutan ?"
10/1/2018,shindubagas,@KAI121 min penjualan tiket ka tgl 1 januari kapan dibuka?
10/1/2018,kalifardi,"@KAI121 selamat malam, saya mau tanya apakah ada yang menemukan jam tangan di KAJJ #Menoreh pada keberangakatan tgl 26 Sep 2018 pukul 20.30 dari pasar senen kursi 8D Kereta No. 5?"
10/1/2018,astriedtungga,@KAI121 min untuk kerta argo parahyangan gambir - bandung yg jam 23.00 udh ga ada ya? Untuk tgl 2 November 2018
10/1/2018,anisagisaayu,@KAI121 apa sekarang sudah tidak bisa beli tiket semarang-solo di loket langsung ?
10/1/2018,puteri_braling,@gugumhaha @KAI121 Kapan mau diaktifkan kembali jalur kereta Purwokerto-Purbalingga-Banjarnegara-Wonosobo min? ðŸ™
10/1/2018,gugumhaha,@KAI121 @Dyah_aLhamiedh Hatur nuhun ya mas..
10/1/2018,catperku,"@KAI121 @DestaDENA Sama air mineral, 39 rebu ðŸ˜…"
10/1/2018,catperku,@KAI121 @nindyaeridanny Wenak banget lho ðŸ˜Ž
10/1/2018,verameydi,"@KAI121 min, saya mau reschedule tiket ganti hari aja, bisa nggak? caranya gimana?"
10/1/2018,budivinola,@KAI121 Stasiun semarang Poncol.
10/1/2018,hadishiteru,@KAI121 Baca twit ini pas lagi merasa putus asa.. terimakasih min sudh share twit ini :)
10/1/2018,_ahmadnajihal,@KAI121 setuju min!!!
10/1/2018,yohanesnugraha,@KAI121 min print tiket kereta kalau ga di stasiun keberangkatan bisa ga? trims
10/1/2018,adejoon,@KAI121 Hanya hari H brati ya min
10/1/2018,ianian272,@catperku Mahal min @KAI121 ...turunin harganya dong :))
10/1/2018,adejoon,"@KAI121 mlm min, mau nanya klo kereta wisata dr sta ambarawa ke tuntang itu bisa dipesan online kah?"
10/1/2018,nindyaeridanny,"@KAI121 @catperku Aku berdosa sama pramugari KA Jayabaya yg tadi nawarin ayam geprek, aku underestimate"
10/1/2018,agusgum12,@KAI121  pic.twitter.com/VtWMBJbge1
10/1/2018,wndkhrns,"@CommuterLine saran aja buat @KAI121 @commuterline kalo kereta jarak jauh masih berada di stasiun gambir/senen atau bahkan MASIH MENUNGGU DIBERANGKATKAN, jgn tahan dulu kereta commuter bekasi-jkt/jkt-bekasi. KARNA TERLALU WASTING TIME! sedangkan stasiun m"
10/1/2018,destadena,@KAI121 @catperku Wah berapa harganya? Kayanya enak bet
10/1/2018,hi_kns,@KAI121 adakah kereta lokal jurusan Surabaya-Blitar lewat Malang? Ada pukul berapa saja? Berapa waktu tempuhnya? Trims.
10/1/2018,catperku,@KAI121 @nindyaeridanny Itu sih favorit siapa saja ðŸ˜‚
10/1/2018,nindyaeridanny,@catperku Favorit aku sih tetep pop mie @KAI121 ðŸ˜‚
10/1/2018,dyah_alhamiedh,@KAI121 @gugumhaha Sekitar 1 jam.. tp kalau malam bisa kurang dr itu..
10/1/2018,gugumhaha,@KAI121 @Dyah_aLhamiedh Berapa lama ya kroya ke Purbalingga mas..?
10/1/2018,drestaratanara,"@KAI121 @NitaSellya Aku waktu ke Purwokerto juga naek ini, sekarang keretanya udah pd bagus"" jd seneng Jakarta-purwokerto bisa 2bln sekali bulak-balik"
10/1/2018,_fikriihsans,"Disaat mereka main, saya kerja Disaat mereka liburan, saya kerja Disaat mereka kerja, saya sukses !!!! @KAI121  pic.twitter.com/TewuZQyfXT"
10/1/2018,agusgum12,"@KAI121 min app kai access saya bermasalah,tidak bisa online,padahal data sudah on dan kuota ada,bagaimana ya?"
10/1/2018,ghatoot,Cara nukerin boarding pas dengan tiket gratis gimana min @KAI121 ? ðŸ˜
10/1/2018,zakkyajihan,@KAI121 Terimakasih banyak minnnðŸ™
10/1/2018,catperku,@KAI121 @cewealpukat Endeus lah ini ðŸ˜
10/1/2018,teguh00935,@KAI121 Min... Syarat penukaran boarding pass agar dpt tiket gratis gmn caranya?
10/1/2018,jerobagus,@KAI121 mohon info harga karcis go show utk argo wilis dan sancaka berapa?
10/1/2018,araaay__,@KAI121 Oke min terima kasih banyak
10/1/2018,ajizprnta,"@KAI121 logor min, ga bisa dicolokin :'  pic.twitter.com/Lq8kyR520C"
10/1/2018,cewealpukat,@KAI121 @catperku udah nyobain dong ðŸ™†â€â™€ï¸ pic.twitter.com/n9wfLE2P1o
10/1/2018,faunk04,@KAI121 Tks min..
10/1/2018,zakkyajihan,"@KAI121 selamat malam min, saya mau tanya perihal tiket yang tintanya ilang gini gimana yah solusinya min? Soalnya baru cek dan baru tau kalo ilang padahal berangkatnya besokðŸ˜ž  pic.twitter.com/C3ERl0EoHi"
10/1/2018,araaay__,@KAI121 min cek in paling telat berapa menit ya ?
10/1/2018,dimasbayua_,"@KAI121 Butuh informasi min, penjualan tiket go show itu berapa jam sebelum keberangkatan kerata min?"
10/1/2018,yosephyoyo,@KAI121 Eksekutif prtma yg dinaikkin saya haha
10/1/2018,dyah_alhamiedh,"@gugumhaha @KAI121 Bisa lewat kroya kak.. seringnya kalau ke bandung , dr purbalingga sya lewat stasiun kroya.."
10/1/2018,hanifanbristha,@KAI121 Ok kak siappppðŸ‘
10/1/2018,ppuspitaninggar,@KAI121 min kenapa kalo beli tiket ga di kai access gabisa e-boarding? Sad akutu
10/1/2018,virapwk,Ada tarif khusu malioboro ekspres kediri-malang nggak @KAI121  kalau ada harga berapa?
10/1/2018,faunk04,"@KAI121 min, parkir di St Bekasi bisa menginap gak? Td pagi saya parkir , tp ni ada urusan mendadak gak bisa ambil motor..CC @PT_RMU gak bls"" CC @CommuterLine"
10/1/2018,gugumhaha,@KAI121 Makasih min..
10/1/2018,ervinawidyawati,@KAI121 Stasiun tugu Yk
10/1/2018,saifulhadi1404,"@AristiyoB @KAI121 Tapi kenyataannya , saya sering sekali mengajak adik dan anak saya yang masih di bawah usia 17 tahun, di minta menunjukan identitas lain selain KTP.."
10/1/2018,achie453,"@KAI121 Kalo di stasiun bekasi, penukarannya langsung ke loket pemesanan aja apa gimana ? Kan di bekasi ga ada customer service."
10/1/2018,hanifanbristha,@KAI121 Ouw y kak terimakasih infonyaðŸ‘..selamat malam
10/1/2018,nayoanramdan,"@KAI121 mohon info untuk tiket #KaKalijaga besok masih tersedia kah, untuk Solo-Semarang?"
10/1/2018,herdiwiyantop,@KAI121 @catperku Rendang'y jg enak kx...
10/1/2018,ervinawidyawati,"@KAI121 Dr Yk - Jatinegara, tiket sy untuk bsk malem tp mau sy re-schedule ke rabu malem."
10/1/2018,dion_js,"@KAI121 iya min td udah di tawarin sama kondekturnya buat pindah kursi, tp ya sama aja kursi yg kosong ternyata sama saja seperti itu tombol recline nya.. ya solusinya harusnya peremajaan ka aja.."
10/1/2018,nur_basuki,"@KAI121 suara speaker di KA Taksaka Yogya - Gambir, di gerbong 3, suaranya kecil banget..."
10/1/2018,andrewputut,@KAI121 Trims infonya..apakah .itu berlaku untuk semua gerbong kutojaya utara nomor 10-11
10/1/2018,nur_basuki,"@KAI121 suara anouncer di KA Taksaka Yogya Gambir, exec 3, suaranya terlalu keciiill..."
10/1/2018,gugumhaha,Min kalau ke Purbalingga naik kereta dari Bandung ada engga..? @KAI121
10/1/2018,achie453,"Min @KAI121 kalo tiket pembelian seperti ini (gambir - bekasi ataupun sebaliknya), bisa ditukar dengan award ticket tidak ?  pic.twitter.com/zfxwjrb7e7"
10/1/2018,hanifanbristha,@KAI121 Berarti tiketnya harus beli di stasiun mojokerto/stasiun yang dilewati KA dhoho kak?...kalo beli di stasiun jember bisa apa tidak kak?...
10/1/2018,tasalinayohana,@KAI121 Apakah tiket tersedia cukup banyak? Jika saya beli go show atau beberapa jam sebelum berangkat?
10/1/2018,aristiyob,"Untuk KA Brantas, konfigurasi tempat duduk yang berhadapan no brp ya Kak Min @KAI121 ???"
10/1/2018,adrianp9,@KAI121 Selamat malam. Mohon info KA Tegal Bahari Gambir - Tegal yang seharusnya 19.45 mengalami keterlambatan. Kenapa ya?
10/1/2018,hanifanbristha,@KAI121 Kak mau tanya kereta yang jurusan mojokerto ke kediri kereta apa terus jam berapa aja kak?...soalnya di web tiket kai tidak tersedia KA jurusan mojokerto ke kediri
10/1/2018,budivinola,@KAI121 @keretaapikita  Penunjuk waktu pada billboard (pojok kanan atas) tidak sesuai waktu sesungguhnya. Harap diperbaiki agar lebih bagus lagi. Tolong dipasang display JAM yg besar agar semua tahu waktu. Krn perusahaan pelayanan mesti on time. pic.twitt
10/1/2018,catperku,"@KAI121 @_cintyaputri Ke restonya aja, sambil nongkrong, makanan bisa minta diangetin. Kalau nasgor sih emang nggak suka dari dulu ðŸ˜…"
10/1/2018,ervinawidyawati,"Selamat malam @KAI121 , kak mau re-schedule tiket kereta gimana ya? Dan apa syarat2nya? Terimakasih."
10/1/2018,indahasrils,@KAI121 @catperku Ini emang enaaaak
10/1/2018,aristiyob,@KAI121 Terima kasih infonya Kak Min....
10/1/2018,adionakurniawan,@KAI121 untuk reservasi online ada min? atau harus langsung ke stasiun?
10/1/2018,aristiyob,"Kak Min @KAI121, ijin bertanya, Kalau anak di bawah 5 tahun waktu check in bisa pakai FC Kartu Keluarga kah??"
10/1/2018,_cintyaputri,"@KAI121 @catperku di kereta beli nasgor,tapi ngga ada rasanya..udah dingin juga..beli popmie juga gituu..kebanyakan air..harus lgs ke restorannya mungkin ðŸ˜“"
10/1/2018,bnhidayat_,@KAI121 @catperku Hihi jadi pingin dah https://twitter.com/catperku/status/1046711663087382534Â â€¦
10/1/2018,adeavereus,@KAI121 Alhamdulillah terima kasih min...
10/1/2018,ceritabangdoel,@KAI121 @idbcpr @catperku Enaak banget bang itu.. double kan?
10/1/2018,adionakurniawan,"@KAI121 untuk pukul 20.38, sampai di malang pukul berapa min?"
10/1/2018,b_prawira27,Malm otw surabaya pasarturi @KAI121
10/1/2018,elyzaaal_,@KAI121 min mau tanya dong.  Tarif parkir resmi motor di stasiun gambir berapa ya? Td naro jam 5 pagi sampe jam 11 malam. Berapa ya tarifnya?
10/1/2018,adeavereus,"@KAI121 assalamualaikum min,  aku mau tanya, q beli tiket lewat traveloka tujuan jember-wonokromo pp ( ini belikan sdr).  Dan wonokromo - solo.  Bisa gak pembtalan di stasiun solo aja (purwosari)? Makasih."
10/1/2018,setiawanagung88,@KAI121 min... Ada info kalo refund/reschedule bisa via Kai access ya? Disebelah Mana ya min... Belum nemu menunya euy....
10/1/2018,adionakurniawan,"@KAI121 min tanya jadwal kereta ekonomi dari stasiun sidoarjo ke malang untuk hari jumat tanggal 5-10-18, yang sore atau malam ada gk min?"
10/1/2018,andrewputut,@KAI121 Kutojaya utara
10/1/2018,sugasugababy94,"@KAI121 @catperku Kak ada pic tempat duduk Gajayana nggak? Desember mau naik buat ke malang nih, tapi bawa bayi ðŸ˜…, kemarin naik joglokerto anakku anteng, balik nya naik Bengawan karena full penumpang jadi rewel ðŸ˜­ banyak bayi teriak teriak s"
10/1/2018,tasalinayohana,@KAI121 untuk krd sidoarjo-babat keberangkatan besok tgl 2 okt 2018 apakah masih ada kursi dgn duduk?
10/1/2018,hendroagungw,@KAI121 Apakah Malioboro Ekspress termasuk di dalam nya?
10/1/2018,yogapym,Cancel Tiket KSL- SGU SGU - PK bisa di YK kah? @KAI121
10/1/2018,andrewputut,@KAI121 kalau kreta api ekonomi premium utk no kursi yg berhadapan no berapa ya..
10/1/2018,vassadela,@KAI121 @RadenTemenggung Ini untuk KA yg mana ya? GBMS?
10/1/2018,vassadela,@KAI121 Baik. Terima kasih
10/1/2018,dimasadisaputra,@KAI121 @catperku Berapa harganya mas ?
10/1/2018,catperku,@KAI121 @indra_emc Bistik belom. Kayaknya next wajib coba ini ya ðŸ˜‹
10/1/2018,hendroagungw,"@KAI121 min mau tanya, apakah tarif khusus Jogja - Madiun | Madiun - Jogja itu msh berlaku?"
10/1/2018,melatihnm,@KAI121 Trima kasih banyak min
10/1/2018,indra_emc,@KAI121 @catperku pernah cobain Bistik Reksa gak ? itu juga enak banget lho ðŸ‘  ketika makanan kereta api lebih enak daripada makanan Pesawat Terbang ðŸ˜‚
10/1/2018,heronovanto,"@KAI121 mana nih launching KAI accessnya, udah Oktober lho min..."
10/1/2018,intidian,"@KAI121 Ok, terima kasih banyak min..."
10/1/2018,holan_ucok,@KAI121 bisa dicoba nih  https://twitter.com/crazyinrussia/status/1046457739491373056Â â€¦
10/1/2018,catperku,@KAI121 @bgsstrh Semoga nanti di jual di semua kereta ya ðŸ˜
10/1/2018,nuckyprasetyon,@Safroni7 @KAI121 Min sy mau tau jg. Gmn?
10/1/2018,irfanfauzi_muh,@catperku Pengen nyoba a next time klo pas naik @KAI121
10/1/2018,melatihnm,@KAI121 Baik min terima kasih. Untuk kereta penataran tgl 2 oktober dari bangil ke blitar jam 9 pagi apa masih ada?
10/1/2018,intidian,@KAI121 Kahuripan tujuan tasikmalaya yogyakarta
10/1/2018,fujira,@KAI121 Mksdnya lebih dr satu identitas yg berlaku itu yg asli atau fotocopy?
10/1/2018,bgsstrh,@KAI121 @catperku Sebulan ini udah naik KA 6 kali mas hehe. Sayang gak semua KA ada menu ini ya.
10/1/2018,lusidwii_,@KAI121 Min kalo kereta KA lokal cobatu yg dr purwakarta utk tujuan bandung apa betul pada pukul 15.45 ?
10/1/2018,catperku,@KAI121 @bgsstrh Ayo naik kereta lagi ðŸ˜
10/1/2018,catperku,@KAI121 @dhanieldeva Bisa minta dihangatkan dulu ðŸ˜Š
10/1/2018,bgsstrh,@KAI121 @catperku Ah tetiba jadi pengen lagi hahaha pic.twitter.com/1BJPE8f3Os
10/1/2018,dhanieldeva,"@KAI121 @catperku Waktu itu coba makanan kereta dan dapat makanan yang dingin, seperti baru keluar dari freezer, setelah itu gk mau lagi beli makanan di kereta"
10/1/2018,hendri42,"@KAI121 argo parahyangan 7060 ga ada mushola nya,  ga bs sholat maghrib deh"
10/1/2018,rizhalfadilah,"@KAI121 Halo Min, saya mau tanya bedanya kereta Pasundan Ekonomi dan Lodaya Bisnis tujuan kota Yogya apa ya? Fasilitasnya kah? Terima kasih"
10/1/2018,catperku,"@KAI121 @bgsstrh Iya, tapi enak banget. Nemu makanan favorit baru nih ðŸ˜Ž"
10/1/2018,safroni7,"Petang, @KAI121 min, untuk pemesanan 1 gerbong KA, caranya gemana ya min."
10/1/2018,bgsstrh,@KAI121 @catperku Setuju mas! Aku pernah nyoba sekali pas naik Sembrani. Enak banget sumpah. Pedesnya pas. Sayang minyaknya terlalu banyak. Eheee
10/1/2018,radentemenggung,@KAI121 @vassadela Yang dari arah jakarta cari angka genap kalo dari arah surabaya cari angka ganjil
10/1/2018,fujira,"@KAI121 selamat soree, saya melakukan pembelian tiket untuk teman melalui tiket dot com, tetapi karena itu akun saya saya lupa menggati nomer KTP, ini bisa tidak ya diperbaiki nomer KTPnya menjadi sesuai namanya?"
10/1/2018,ippatbekasi_kab,Argo Parahiyangan tambahan menuju jakarta @KAI121 wangi euy...  pic.twitter.com/AeCEpBcmO9
10/1/2018,admojortc,@KAI121 Utk jam 12 maksut saya
10/1/2018,melatihnm,@KAI121 Iya min
10/1/2018,vassadela,@KAI121 Kalau untuk KA Gaya Baru Malam Selatan bagaimana?
10/1/2018,catperku,"Dear @KAI121 Ayam Geprek Reska-nya endeus, alias enak sekali ðŸ˜‹ðŸ˜‹  Tertanda : Pelanggan setia penumpang KA Gajayana ðŸ˜Ž #KeretaApiKita pic.twitter.com/hkbOCZEK9o"
10/1/2018,admojortc,@KAI121 Baik terimakasih infonya.  Apakag masih tersedia tiket ka dhoho surabaya - tulungagung utk 5 oktober ?
10/1/2018,mrxsepi90,"@KAI121 min, barang saya ketinggalan di kereta. Kl sy informasikan lewat DM, bisa?"
10/1/2018,admojortc,"@KAI121 untuk ka dhoho, identitas yg tertera pada tiket apa dapat diganti ?"
10/1/2018,benhoras,@PTKAI @KAI121 SEBAGAI PENGGUNA RUTIN/WEEKENDER KENAIKAN HARGA TIKET JARAK JAUH SEBESAR 30% (115.000) DARI RP. 375.000 MENJADI RP. 490.000 JELAS SANGAT MEMBERATKAN.
10/1/2018,abilliciious,"@KAI121 Apakah Admin bisa menghubungi kondektor KA Argo Parahyangan yang bertugas di BD-GMR 16.10? memastikan saudara saya ada, tempat duduk nya di Eko AC 2 7D? atau saya harus kemana ya? terima kasih"
10/1/2018,abilliciious,"@KAI121 admin, saya mau minta tolong, saudara saya bernama Bpk Bambang Boedi Cahyono, lost contact dengan saya. dia akan melakukan perjalanan BD-GMR dengan Argo Parahyangan jam 16.10, terakhir kontak dia bilang sudah ada di kereta, tetapi sampai saat ini "
10/1/2018,tikawe,"@KAI121 Seat dari orang yg ketinggalan kereta apakah dijual lagi di stasiun berikutnya? Misal saya ketinggalan kereta Tawang Jaya Ps Senen-Tegal, apakah kemudian seat saya bisa dibeli orang lain dari Cirebon (misal) ?"
10/1/2018,herfiwidiantoar,@KAI121 Ok trims
10/1/2018,intidian,"Min apakah bisa naik dari stasiun ciamis, klo tiket saya dari stasiun tasikmalaya?@KAI121"
10/1/2018,bouchelee,"@KAI121 mau tanya, apakah masih berlaku mengumpulkan tiket kreta/boarding pass sebanyak 10x gratis 1tiket?"
10/1/2018,andisofan,"@AirAsia @KAI121 @2016yoshimori Bahkan yg luxury tarifnya 1,4juta sekali jln, wee lha dalah... Lebih mhl dr tiket garuda ðŸ˜…"
10/1/2018,andisofan,"@KAI121 Kalo libur panjang sprti lebaran, natal ato thn baru ok lah kita maklum. Lha ini gak ada hjn angin weekend biasa kok tiba2 tarif meroket luar biasa,kasihan lah kita2 ini anggota PJKA. Emang sprti ini ya bpk2 di @perkeretaapian @DitjenKA"
10/1/2018,almanmiraury,"@KAI121 moho informasi nya, kereta api jurusan mana yang dapat menaikkan dan menurunkan penumpang di stasiun Bekasi. thanks"
10/1/2018,melatihnm,@KAI121 min tarif KA ranggajati dari jember ke bangil kl go show brp ya?
10/1/2018,2016yoshimori,"@KAI121 @andisofan Ya emang begitu.. jumlah kereta eksekutif aja lebi banyak dr ekonomi, KAI skrg didesign untuk yg berduit. Disaat @AirAsia beri tarif 500k p.p, di sisi lain KAI jual tiket 900k sekali jalan untuk priority ðŸ˜, hebat bener mahalnya K"
10/1/2018,andisofan,"@KAI121 Lha kan batas atas n batas bawah ditentukan pemerintah, gak bisa seenaknya udelnya dong kai nentukan tarif, jangan mentang2 monopoli trus seenaknya aja nentuin tarif"
10/1/2018,adhamrizf,@KAI121 @Wanodyacahya Paling koncoku numpak nang WC ne min. Dadine gerah ðŸ™
10/1/2018,guecantik___,"@KAI121 sy mau tanya untuk program magang atau pkl, bisa daftar di daerah operasional mana sj ya?"
10/1/2018,feribagus9,@KAI121 Saya terakhir naik sembrani dr pasar turi ke gambir tahun 2012 ðŸ˜‚
10/1/2018,radentemenggung,Sore penataran rabu jam 04.30 sama 07.08 blimbing surabaya 3 okt 18 masih ada ? @KAI121
10/1/2018,ronnyanugrah01,@KAI121 saya ingin membatalkan tiket apakah boleh di wakilkan?
10/1/2018,lhantur_lfc,"@KAI121 sore min.. mau tnya untuk pemesanan gerbong priority, g bs d psen lewat KAI access atau yg sejenis'y y..?"
10/1/2018,indahswulan,@KAI121 Berarti KA #Majapahit yg jam set7 malem itu bisa dapet #Tarifkhusus jika pembeliannya 2jam sebelum?
10/1/2018,trininurcahyani,"@KAI121 Selamat sore, min mohon info untuk tempat penitipan koper atau tas di stasiun gambir. Sy naik kereta jarak jauh pukul 5 sore, sementara paginya sy ada perlu di daerah Manggarai, supaya tdk bawa koper kesana kemari, rencana sy titipkan dulu di St. "
10/1/2018,dhanar1setiawan,@KAI121 @kai121 apakah hari ini KA Komuter Supir dijalankan?
10/1/2018,adityaagungd,"@KAI121 selamat siang, untuk kereta api Singasari (Ekonomi) itu ekonominya ekonomi biasa atau premium? Mohon informasinya. Terima kasih."
